checked,sitename,city,lat,lon,scientificname,commonname,genus,cultivar,author,citation_year,treatment,date,time,month,year,raw_date,dateloc,trait,mean,units,n,statname,stat,notes,entity,method
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-08,Clifton-Brown,2002,Observational,1999 Nov 20 (Europe/Berlin),[time unspecified for yields],11,1999,1999-11-19 18:00:00 -0600,5,Ayield,19.3,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis,Chinese silvergrass,Miscanthus,EMI-13,Clifton-Brown,2002,Observational,2000 Feb 2 (Europe/Berlin),[time unspecified for yields],2,2000,2000-02-01 18:00:00 -0600,5,Ayield,11.2,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis,Chinese silvergrass,Miscanthus,EMI-14,Clifton-Brown,2002,Observational,1998 Feb 15 (Europe/Berlin),[time unspecified for yields],2,1998,1998-02-14 18:00:00 -0600,5,Ayield,0.53,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis,Chinese silvergrass,Miscanthus,EMI-13,Clifton-Brown,2002,Observational,1998 Feb 15 (Europe/Berlin),[time unspecified for yields],2,1998,1998-02-14 18:00:00 -0600,5,Ayield,0.77,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis,Chinese silvergrass,Miscanthus,EMI-12,Clifton-Brown,2002,Observational,1998 Feb 15 (Europe/Berlin),[time unspecified for yields],2,1998,1998-02-14 18:00:00 -0600,5,Ayield,0.5,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis,Chinese silvergrass,Miscanthus,EMI-11,Clifton-Brown,2002,Observational,1998 Feb 15 (Europe/Berlin),[time unspecified for yields],2,1998,1998-02-14 18:00:00 -0600,5,Ayield,0.5,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-10,Clifton-Brown,2002,Observational,1998 Feb 15 (Europe/Berlin),[time unspecified for yields],2,1998,1998-02-14 18:00:00 -0600,5,Ayield,1.1,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-09,Clifton-Brown,2002,Observational,1998 Feb 15 (Europe/Berlin),[time unspecified for yields],2,1998,1998-02-14 18:00:00 -0600,5,Ayield,2.1,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-08,Clifton-Brown,2002,Observational,1998 Feb 15 (Europe/Berlin),[time unspecified for yields],2,1998,1998-02-14 18:00:00 -0600,5,Ayield,0.8,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-07,Clifton-Brown,2002,Observational,1998 Feb 15 (Europe/Berlin),[time unspecified for yields],2,1998,1998-02-14 18:00:00 -0600,5,Ayield,1.1,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,Ihinger Hof,Stuttgart,48.74,8.92,Miscanthus sinensis Hybrid,NA,Miscanthus,EMI-06,Clifton-Brown,2002,Observational,1998 Feb 15 (Europe/Berlin),[time unspecified for yields],2,1998,1998-02-14 18:00:00 -0600,5,Ayield,1.7,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,NA,NA,[missing],[missing],Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Christian,1997,Observational,"Week of Feb 25, 1995 (UTC)",[time unspecified for yields],2,1995,1995-02-24 18:00:00 -0600,5.5,Ayield,7.68,Mg/ha/yr,3,SE,0.280,NA,NA,NA
checked,NA,NA,[missing],[missing],Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Beale,1997,NA,February 1995 (UTC),[time unspecified for yields],2,1995,1995-01-31 18:00:00 -0600,6,Ayield,30.8,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,NA,Rianxo,42.65,-8.82,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Iglesias,1996,NA,"Week of Feb 28, 1996 (UTC)",[time unspecified for yields],2,1996,1996-02-27 18:00:00 -0600,5.5,Ayield,34,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,NA,Rianxo,42.65,-8.82,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Iglesias,1996,NA,"Week of Feb 28, 1995 (UTC)",[time unspecified for yields],2,1995,1995-02-27 18:00:00 -0600,5.5,Ayield,32,Mg/ha/yr,NA,NA,[missing],NA,NA,NA
checked,NA,Catania,37.51,15.09,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Abbate,1996,NA,1995 (Europe/Rome),[time unspecified for yields],NA,1995,1994-12-31 18:00:00 -0600,8,Ayield,13,Mg/ha/yr,2,NA,[missing],NA,NA,NA
checked,NA,Catania,37.51,15.09,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Abbate,1996,NA,1994 (Europe/Rome),[time unspecified for yields],NA,1994,1993-12-31 18:00:00 -0600,8,Ayield,18,Mg/ha/yr,2,NA,[missing],NA,NA,NA
checked,NA,Catania,37.51,15.09,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Abbate,1996,NA,October 9999 (Europe/Rome),[time unspecified for yields],10,9999,9999-09-30 18:00:00 -0600,6,Ayield,11,Mg/ha/yr,2,SE,9.000,yield is average from 1992 to 1995,NA,NA
checked,NA,Catania,37.51,15.09,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Abbate,1996,NA,1993 (Europe/Rome),[time unspecified for yields],NA,1993,1992-12-31 18:00:00 -0600,8,Ayield,3,Mg/ha/yr,2,NA,[missing],NA,NA,NA
checked,NA,Catania,37.51,15.09,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,Elephant grass,Abbate,1996,NA,September 9999 (Europe/Rome),[time unspecified for yields],9,9999,9999-08-31 18:00:00 -0600,6,Ayield,16,Mg/ha/yr,2,SE,3.000,yield is average from 1992 to 1995,NA,NA
checked,NA,Catania,37.51,15.09,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Abbate,1996,NA,October 9999 (Europe/Rome),[time unspecified for yields],10,9999,9999-09-30 18:00:00 -0600,6,Ayield,34,Mg/ha/yr,2,SE,5.000,yield is average from 1992 to 1995,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,134 kg N ha-1 Fertilized Dekalb 2007,"Week of Dec 2, 2007 (America/Chicago)",[time unspecified for yields],12,2007,2007-12-02 18:00:00 -0600,5.5,Ayield,38,Mg/ha/yr,4,SE,4.900,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,67 kg N ha-1 Fertilized Dekalb 2007,"Week of Dec 2, 2007 (America/Chicago)",[time unspecified for yields],12,2007,2007-12-02 18:00:00 -0600,5.5,Ayield,28,Mg/ha/yr,4,SE,2.700,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,Control Dekalb 2007,"Week of Dec 2, 2007 (America/Chicago)",[time unspecified for yields],12,2007,2007-12-02 18:00:00 -0600,5.5,Ayield,21,Mg/ha/yr,4,SE,2.400,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,134 kg N ha-1 Fertilized Dekalb 2007,"Week of Dec 2, 2009 (America/Chicago)",[time unspecified for yields],12,2009,2009-12-02 18:00:00 -0600,5.5,Ayield,16,Mg/ha/yr,4,SE,2.100,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,202 kg N ha-1 Fertilized Dekalb 2007,"Week of Dec 2, 2009 (America/Chicago)",[time unspecified for yields],12,2009,2009-12-02 18:00:00 -0600,5.5,Ayield,14,Mg/ha/yr,4,SE,2.100,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,Control Dekalb 2007,"Week of Dec 16, 2010 (America/Chicago)",[time unspecified for yields],12,2010,2010-12-16 18:00:00 -0600,5.5,Ayield,15,Mg/ha/yr,4,SE,6.700,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,67 kg N ha-1 Fertilized Dekalb 2007,"Week of Dec 2, 2009 (America/Chicago)",[time unspecified for yields],12,2009,2009-12-02 18:00:00 -0600,5.5,Ayield,13,Mg/ha/yr,4,SE,2.900,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,Control Dekalb 2007,"Week of Dec 2, 2009 (America/Chicago)",[time unspecified for yields],12,2009,2009-12-02 18:00:00 -0600,5.5,Ayield,9.2,Mg/ha/yr,4,SE,2.000,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,202 kg N ha-1 Fertilized Dekalb 2007,"Week of Dec 3, 2008 (America/Chicago)",[time unspecified for yields],12,2008,2008-12-03 18:00:00 -0600,5.5,Ayield,25,Mg/ha/yr,4,SE,4.900,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,202 kg N ha-1 Fertilized Dekalb 2007,"Week of Dec 16, 2010 (America/Chicago)",[time unspecified for yields],12,2010,2010-12-16 18:00:00 -0600,5.5,Ayield,14,Mg/ha/yr,4,SE,3.100,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,134 kg N ha-1 Fertilized Dekalb 2007,"Week of Dec 16, 2010 (America/Chicago)",[time unspecified for yields],12,2010,2010-12-16 18:00:00 -0600,5.5,Ayield,18,Mg/ha/yr,4,SE,3.800,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,67 kg N ha-1 Fertilized Dekalb 2007,"Week of Dec 16, 2010 (America/Chicago)",[time unspecified for yields],12,2010,2010-12-16 18:00:00 -0600,5.5,Ayield,16,Mg/ha/yr,4,SE,1.500,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,134 kg N ha-1 Fertilized Dekalb 2007,"Week of Dec 3, 2008 (America/Chicago)",[time unspecified for yields],12,2008,2008-12-03 18:00:00 -0600,5.5,Ayield,22,Mg/ha/yr,4,SE,5.700,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,67 kg N ha-1 Fertilized Dekalb 2007,"Week of Dec 3, 2008 (America/Chicago)",[time unspecified for yields],12,2008,2008-12-03 18:00:00 -0600,5.5,Ayield,17,Mg/ha/yr,4,SE,2.000,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,Control Dekalb 2007,"Week of Dec 3, 2008 (America/Chicago)",[time unspecified for yields],12,2008,2008-12-03 18:00:00 -0600,5.5,Ayield,6,Mg/ha/yr,4,SE,1.900,NA,NA,NA
checked,Dekalb Northern Illinois Agronomy Research Center,Shabbona,41.85,-88.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,202 kg N ha-1 Fertilized Dekalb 2007,"Week of Dec 2, 2007 (America/Chicago)",[time unspecified for yields],12,2007,2007-12-02 18:00:00 -0600,5.5,Ayield,38,Mg/ha/yr,4,SE,0.500,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,134 kg N ha-1 Fertilized Dixon Springs 2007,"Week of Dec 16, 2010 (America/Chicago)",[time unspecified for yields],12,2010,2010-12-16 18:00:00 -0600,5.5,Ayield,26,Mg/ha/yr,4,SE,4.900,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,67 kg N ha-1 Fertilized Dixon Springs 2007,"Week of Dec 16, 2010 (America/Chicago)",[time unspecified for yields],12,2010,2010-12-16 18:00:00 -0600,5.5,Ayield,25,Mg/ha/yr,4,SE,3.100,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,Control Dixon Springs 2007,"Week of Dec 16, 2010 (America/Chicago)",[time unspecified for yields],12,2010,2010-12-16 18:00:00 -0600,5.5,Ayield,22,Mg/ha/yr,4,SE,3.100,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,202 kg N ha-1 Fertilized Dixon Springs 2007,"Week of Dec 2, 2009 (America/Chicago)",[time unspecified for yields],12,2009,2009-12-02 18:00:00 -0600,5.5,Ayield,31,Mg/ha/yr,4,SE,3.900,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,134 kg N ha-1 Fertilized Dixon Springs 2007,"Week of Dec 2, 2009 (America/Chicago)",[time unspecified for yields],12,2009,2009-12-02 18:00:00 -0600,5.5,Ayield,22,Mg/ha/yr,4,SE,1.400,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,67 kg N ha-1 Fertilized Dixon Springs 2007,"Week of Dec 2, 2009 (America/Chicago)",[time unspecified for yields],12,2009,2009-12-02 18:00:00 -0600,5.5,Ayield,17,Mg/ha/yr,4,SE,4.200,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,134 kg N ha-1 Fertilized Dixon Springs 2007,"Week of Dec 2, 2007 (America/Chicago)",[time unspecified for yields],12,2007,2007-12-02 18:00:00 -0600,5.5,Ayield,39,Mg/ha/yr,4,SE,5.200,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,Control Dixon Springs 2007,"Week of Dec 2, 2009 (America/Chicago)",[time unspecified for yields],12,2009,2009-12-02 18:00:00 -0600,5.5,Ayield,18,Mg/ha/yr,4,SE,2.700,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,202 kg N ha-1 Fertilized Dixon Springs 2007,"Week of Dec 3, 2008 (America/Chicago)",[time unspecified for yields],12,2008,2008-12-03 18:00:00 -0600,5.5,Ayield,46,Mg/ha/yr,4,SE,5.000,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,134 kg N ha-1 Fertilized Dixon Springs 2007,"Week of Dec 3, 2008 (America/Chicago)",[time unspecified for yields],12,2008,2008-12-03 18:00:00 -0600,5.5,Ayield,34,Mg/ha/yr,4,SE,2.400,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,67 kg N ha-1 Fertilized Dixon Springs 2007,"Week of Dec 3, 2008 (America/Chicago)",[time unspecified for yields],12,2008,2008-12-03 18:00:00 -0600,5.5,Ayield,33,Mg/ha/yr,4,SE,2.600,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,202 kg N ha-1 Fertilized Dixon Springs 2007,"Week of Dec 2, 2007 (America/Chicago)",[time unspecified for yields],12,2007,2007-12-02 18:00:00 -0600,5.5,Ayield,41,Mg/ha/yr,4,SE,2.200,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,Control Dixon Springs 2007,"Week of Dec 3, 2008 (America/Chicago)",[time unspecified for yields],12,2008,2008-12-03 18:00:00 -0600,5.5,Ayield,32,Mg/ha/yr,4,SE,4.000,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,Control Dixon Springs 2007,"Week of Dec 2, 2007 (America/Chicago)",[time unspecified for yields],12,2007,2007-12-02 18:00:00 -0600,5.5,Ayield,40,Mg/ha/yr,4,SE,2.800,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,67 kg N ha-1 Fertilized Dixon Springs 2007,"Week of Dec 2, 2007 (America/Chicago)",[time unspecified for yields],12,2007,2007-12-02 18:00:00 -0600,5.5,Ayield,38,Mg/ha/yr,4,SE,3.700,NA,NA,NA
checked,Dixon Springs Agricultural Research Center,Simpson,37.45,-88.67,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,NA,Arundale,2012,202 kg N ha-1 Fertilized Dixon Springs 2007,"Week of Dec 16, 2010 (America/Chicago)",[time unspecified for yields],12,2010,2010-12-16 18:00:00 -0600,5.5,Ayield,28,Mg/ha/yr,4,SE,8.400,NA,NA,NA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-06-30 19:00:00 -0500,4,root_respiration_rate,1.72,umol CO_2 kg-1 s-1,1,NA,[missing],"LI-6400 portable photosynthesis system (Li-Cor, NB, USA) ï¬tted with a soil respiration chamber (6400–09, Li-Cor)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-09-30 19:00:00 -0500,4,root_respiration_rate,3.97,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-09-30 19:00:00 -0500,4,root_respiration_rate,2.61,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-09-30 19:00:00 -0500,4,root_respiration_rate,1.87,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-09-30 19:00:00 -0500,4,root_respiration_rate,2.61,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-09-30 19:00:00 -0500,4,root_respiration_rate,1.81,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-08-31 19:00:00 -0500,4,root_respiration_rate,0.779,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-08-31 19:00:00 -0500,4,root_respiration_rate,0.614,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-06-30 19:00:00 -0500,4,root_respiration_rate,1.98,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-06-30 19:00:00 -0500,4,root_respiration_rate,1.81,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-06-30 19:00:00 -0500,4,root_respiration_rate,2.12,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-06-30 19:00:00 -0500,4,root_respiration_rate,1.46,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-05-31 19:00:00 -0500,4,root_respiration_rate,0.586,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-05-31 19:00:00 -0500,4,root_respiration_rate,1.87,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-05-31 19:00:00 -0500,4,root_respiration_rate,3.04,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-05-31 19:00:00 -0500,4,root_respiration_rate,2.01,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
checked,Sugadaira Montane Research Center,Nagano Prefecture,36.31,138.21,Miscanthus sinensis,Chinese silvergrass,Miscanthus,NA,Yazaki,2004,Observational - Yazaki (2004),Unrecognized Value for Date Level of Confidence,09:00:00 (Asia/Tokyo),NA,NA,2001-05-31 19:00:00 -0500,4,root_respiration_rate,0.953,umol CO_2 kg-1 s-1,1,NA,[missing],"infrared gas analyzer (BINOS 100, Emerson Process Management,OH, USA)",NA,IRGA
